primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
Hostiles,Hostiles,0,2017,\N,134,Drama Western
The Goat Life,The Goat Life,0,2024,\N,173,Adventure Drama
Private Life,Private Life,0,2018,\N,123,Comedy Drama
Killers of the Flower Moon,Killers of the Flower Moon,0,2023,\N,206,Crime Drama History
What the Health,What the Health,0,2017,\N,97,Documentary
Sword Art Online the Movie: Ordinal Scale,Gekijô-ban Sôdo Âto Onrain: Sword Art Online - Ôdinaru sukêru -,0,2017,\N,119,Action Adventure Animation
Maanagaram,Maanagaram,0,2017,\N,137,Action Thriller
Wish Dragon,Wish Dragon,0,2021,\N,98,Adventure Animation Comedy
Pink,Pink,0,2016,\N,136,Crime Drama Thriller
"I, Tonya","I, Tonya",0,2017,\N,119,Biography Comedy Drama
The Hate U Give,The Hate U Give,0,2018,\N,133,Crime Drama
The Shape of Water,The Shape of Water,0,2017,\N,123,Drama Fantasy Romance
Faces Places,Visages villages,0,2017,\N,94,Adventure Documentary
Doctor Sleep,Doctor Sleep,0,2019,\N,152,Drama Fantasy Horror
On Body and Soul,Teströl és lélekröl,0,2017,\N,116,Drama Fantasy Mystery
Mid90s,Mid90s,0,2018,\N,85,Comedy Drama
God's Own Country,God's Own Country,0,2017,\N,104,Drama Romance
A Fantastic Woman,Una mujer fantástica,0,2017,\N,104,Drama
The Burial,The Burial,0,2023,\N,126,Drama
The Florida Project,The Florida Project,0,2017,\N,111,Drama
Brawl in Cell Block 99,Brawl in Cell Block 99,0,2017,\N,132,Crime Drama Thriller
Psycho Raman,Raman Raghav 2.0,0,2016,\N,133,Crime Drama Thriller
Mardaani 2,Mardaani 2,0,2019,\N,103,Action Crime Drama
Mom,Mom,0,2017,\N,146,Crime Drama Thriller
Two Lottery Tickets,Doua lozuri,0,2016,\N,86,Comedy
Train to Busan,Busanhaeng,0,2016,\N,118,Action Horror Thriller
Madaari,Madaari,0,2016,\N,133,Drama Thriller
Breathe,Breathe,0,2017,\N,118,Biography Drama Romance
In the Fade,Aus dem Nichts,0,2017,\N,106,Crime Drama Mystery
Call Me by Your Name,Call Me by Your Name,0,2017,\N,132,Drama Romance
Uncut Gems,Uncut Gems,0,2019,\N,135,Crime Drama Thriller
Memoir of a Murderer,Salinjaui gieokbeob,0,2017,\N,118,Action Crime Mystery
Whitney,Whitney,0,2018,\N,120,Biography Documentary Drama
Hindi Medium,Hindi Medium,0,2017,\N,132,Comedy Drama
Phantom Thread,Phantom Thread,0,2017,\N,130,Drama Romance
Toilet: A Love Story,Toilet - Ek Prem Katha,0,2017,\N,155,Comedy Drama Romance
I Am Not Your Negro,I Am Not Your Negro,0,2016,\N,93,Documentary History
Brigsby Bear,Brigsby Bear,0,2017,\N,97,Comedy Drama
The Mountain II,Dag II,0,2016,\N,135,Action Drama War
Pelli Choopulu,Pelli Choopulu,0,2016,\N,125,Comedy Drama Romance
A Hidden Life,A Hidden Life,0,2019,\N,174,Biography Drama Romance
Lucky,Lucky,0,2017,\N,88,Comedy Drama Western
Aruvi,Aruvi,0,2016,\N,130,Drama
The Whiskey Bandit,A Viszkis,0,2017,\N,126,Action Biography Crime
13th,13th,0,2016,\N,100,Crime Documentary History
Summer 1993,Estiu 1993,0,2017,\N,97,Drama Family
Thondi Muthalum Driksakshiyum,Thondimuthalum Dhriksakshiyum,0,2017,\N,135,Crime Drama Thriller
Blue Jay,Blue Jay,0,2016,\N,80,Drama Romance
Gantz: O,Gantz: O,0,2016,\N,95,Action Animation Drama
Before the Flood,Before the Flood,0,2016,\N,96,Documentary News
The Professor and the Madman,The Professor and the Madman,0,2019,\N,124,Biography Drama History
Padmaavat,Padmaavat,0,2018,\N,163,Drama History War
Dear Zindagi,Dear Zindagi,0,2016,\N,151,Drama Romance
Janatha Garage,Janatha Garage,0,2016,\N,162,Action Drama
Vada Chennai,Vada Chennai,0,2018,\N,164,Action Crime Drama
The Battleship Island,Gunhamdo,0,2017,\N,132,Action Drama History
The Little Mermaid,The Little Mermaid,0,2023,\N,135,Adventure Family Fantasy
Jolly LLB 2,Jolly LLB 2,0,2017,\N,137,Comedy Crime Drama
Sour Apples,Eksi Elmalar,0,2016,\N,114,Drama History
Columbus,Columbus,0,2017,\N,100,Drama
Custody,Jusqu'à la garde,0,2017,\N,93,Drama Thriller
The Edge of Democracy,The Edge of Democracy,0,2019,\N,121,Documentary History
Kill Bill: The Whole Bloody Affair,Kill Bill: The Whole Bloody Affair,0,2006,\N,247,Action Crime Thriller
Dhruva,Dhruva,0,2016,\N,165,Action Crime Drama
First Reformed,First Reformed,0,2017,\N,113,Drama Mystery Thriller
Kirik Party,Kirik Party,0,2016,\N,159,Comedy Drama Romance
Lucifer,Lucifer,0,2019,\N,175,Action Crime Drama
Secret Superstar,Secret Superstar,0,2017,\N,150,Drama Music
Bhavesh Joshi Superhero,Bhavesh Joshi Superhero,0,2018,\N,154,Action Drama
120 BPM,120 battements par minute,0,2017,\N,143,Drama
John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,0,2019,\N,130,Action Crime Thriller
Vikram Vedha,Vikram Vedha,0,2017,\N,147,Action Crime Drama
Roma,Roma,0,2018,\N,135,Drama
HyperNormalisation,HyperNormalisation,0,2016,\N,166,Documentary
Gold,Gold,0,2018,\N,151,Drama History Sport
Trapped,Trapped,0,2016,\N,105,Drama Thriller
The Rider,The Rider,0,2017,\N,104,Drama Western
"Ruben Brandt, Collector","Ruben Brandt, a gyujto",0,2018,\N,96,Action Animation Crime
Deadpool & Wolverine,Deadpool & Wolverine,0,2024,\N,128,Action Adventure Comedy
Free Guy,Free Guy,0,2021,\N,115,Action Adventure Comedy
Kesari,Kesari,0,2019,\N,150,Action Drama History
Vice,Vice,0,2018,\N,132,Biography Comedy Drama
The Banker,The Banker,0,2020,\N,120,Biography Drama
The Post,The Post,0,2017,\N,116,Biography Drama History
The Ghazi Attack,The Ghazi Attack,0,2017,\N,116,Action Drama Thriller
Loveless,Nelyubov,0,2017,\N,127,Drama
Take Off,Take Off,0,2017,\N,139,Action Drama Thriller
Ayla: The Daughter of War,Ayla,0,2017,\N,125,Biography Drama History
Spider-Man: Far from Home,Spider-Man: Far from Home,0,2019,\N,129,Action Adventure Comedy
Icarus,Icarus,0,2017,\N,120,Documentary Sport
The Suicide Squad,The Suicide Squad,0,2021,\N,132,Action Adventure Comedy
Creed II,Creed II,0,2018,\N,130,Action Drama Sport
Dhuruvangal Pathinaaru,Dhuruvangal Pathinaaru,0,2016,\N,105,Crime Drama Mystery
