primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
Tosun Pasha,Tosun Pasa,0,1976,\N,90,Comedy History
Trouble-Maker Hüsnü,Yedi Bela Hüsnü,0,1983,\N,84,Comedy
Zübük,Zübük,0,1980,\N,88,Comedy
The King of the Street Cleaners,Çöpçüler Krali,0,1977,\N,80,Comedy
Koi... Mil Gaya,Koi... Mil Gaya,0,2003,\N,171,Action Drama Fantasy
The Piano Teacher,La pianiste,0,2001,\N,131,Drama Music
Common Wealth,La comunidad,0,2000,\N,110,Comedy Crime Mystery
The Devil's Backbone,El espinazo del diablo,0,2001,\N,106,Drama Horror Thriller
Road to Perdition,Road to Perdition,0,2002,\N,117,Crime Drama Thriller
Glass Tiger,Üvegtigris,0,2001,\N,100,Comedy
About Schmidt,About Schmidt,0,2002,\N,125,Drama
The Bourne Identity,The Bourne Identity,0,2002,\N,119,Action Mystery Thriller
Lammbock,Lammbock,0,2001,\N,93,Comedy Crime
A Time for Drunken Horses,Zamani baray-e masti-e asbha,0,2000,\N,80,Drama War
Lantana,Lantana,0,2001,\N,121,Drama Mystery Romance
Ramayana: The Legend of Prince Rama,Ramayana: The Legend of Prince Rama,0,1993,\N,135,Action Adventure Animation
Joint Security Area,Gongdong gyeongbi guyeok JSA,0,2000,\N,110,Action Drama Thriller
George Washington,George Washington,0,2000,\N,89,Drama
Arabesque,Arabesk,0,1989,\N,92,Comedy
Bilo the Banker,Banker Bilo,0,1980,\N,85,Comedy Drama
Abbas in Flower,Çiçek Abbas,0,1982,\N,87,Comedy Drama Romance
Everything's Gonna Be Great,Her Sey Çok Güzel Olacak,0,1998,\N,107,Comedy Drama
The Honest One,Namuslu,0,1984,\N,90,Comedy
The Girl with the Red Scarf,Selvi Boylum Al Yazmalim,0,1977,\N,90,Drama Romance
Catch Me If You Can,Catch Me If You Can,0,2002,\N,141,Biography Crime Drama
Frailty,Frailty,0,2001,\N,100,Crime Drama Thriller
Life as a House,Life as a House,0,2001,\N,125,Drama
Black Hawk Down,Black Hawk Down,0,2001,\N,144,Action Drama History
Monsoon Wedding,Monsoon Wedding,0,2001,\N,114,Comedy Drama Romance
The Royal Tenenbaums,The Royal Tenenbaums,0,2001,\N,110,Comedy Drama
Battle Royale,Batoru rowaiaru,0,2000,\N,114,Adventure Drama Thriller
Finding Nemo,Finding Nemo,0,2003,\N,100,Adventure Animation Comedy
Kill Bill: Vol. 1,Kill Bill: Vol. 1,0,2003,\N,111,Action Crime Thriller
Spy Game,Spy Game,0,2001,\N,126,Action Crime Thriller
My Dear Brother,Canim Kardesim,0,1973,\N,86,Drama
Adaptation.,Adaptation.,0,2002,\N,115,Comedy Drama
Ice Age,Ice Age,0,2002,\N,81,Adventure Animation Comedy
A Beautiful Mind,A Beautiful Mind,0,2001,\N,135,Biography Drama Mystery
Vizontele,Vizontele,0,2001,\N,110,Comedy Drama History
A Dog's Will,O Auto da Compadecida,0,2000,\N,104,Comedy Drama Fantasy
K-PAX,K-PAX,0,2001,\N,120,Drama Mystery Sci-Fi
Narc,Narc,0,2002,\N,105,Crime Drama Mystery
Punch-Drunk Love,Punch-Drunk Love,0,2002,\N,95,Comedy Drama Romance
Read My Lips,Sur mes lèvres,0,2001,\N,115,Crime Drama Romance
24 Hour Party People,24 Hour Party People,0,2002,\N,117,Biography Comedy Drama
The Ignorant Fairies,Le fate ignoranti,0,2001,\N,106,Drama Romance
The Hours,The Hours,0,2002,\N,110,Drama Romance
The Warrior,Musa,0,2001,\N,158,Action Drama History
Cowboy Bebop: The Movie,Cowboy Bebop: Tengoku no tobira,0,2001,\N,115,Action Animation Crime
Dogtown and Z-Boys,Dogtown and Z-Boys,0,2001,\N,91,Documentary Sport
Bad Education,La mala educación,0,2004,\N,106,Crime Drama
Tape,Tape,0,2001,\N,86,Drama
Lilo & Stitch,Lilo & Stitch,0,2002,\N,85,Adventure Animation Comedy
About a Boy,About a Boy,0,2002,\N,101,Comedy Drama Romance
Dogville,Dogville,0,2003,\N,171,Crime Drama
I Am Sam,I Am Sam,0,2001,\N,132,Drama
As Far as My Feet Will Carry Me,So weit die Füße tragen,0,2001,\N,158,Action Adventure Drama
We Were Soldiers,We Were Soldiers,0,2002,\N,138,Action Drama History
Insomnia,Insomnia,0,2002,\N,118,Drama Mystery Thriller
Stanley Kubrick: A Life in Pictures,Stanley Kubrick: A Life in Pictures,0,2001,\N,142,Biography Documentary
Elling,Elling,0,2001,\N,89,Comedy Drama
Dudes,Munje!,0,2001,\N,90,Comedy Music Musical
Bloody Sunday,Bloody Sunday,0,2002,\N,111,Drama History War
Amen.,Amen.,0,2002,\N,132,Biography Crime Drama
Gosford Park,Gosford Park,0,2001,\N,137,Comedy Drama Mystery
A Walk to Remember,A Walk to Remember,0,2002,\N,101,Drama Romance
Il Mare,Siworae,0,2000,\N,105,Drama Fantasy Romance
White Oleander,White Oleander,0,2002,\N,109,Drama
No Man's Land,No Man's Land,0,2001,\N,98,Comedy Drama War
The Spanish Apartment,L'auberge espagnole,0,2002,\N,122,Comedy Drama Romance
Gadar: Ek Prem Katha,Gadar: Ek Prem Katha,0,2001,\N,170,Action Drama Romance
I Served the King of England,Obsluhoval jsem anglického krále,0,2006,\N,113,Comedy Drama Romance
Shaolin Soccer,Siu Lam juk kau,0,2001,\N,87,Action Comedy Fantasy
The Triplets of Belleville,Les triplettes de Belleville,0,2003,\N,80,Adventure Animation Comedy
All or Nothing,All or Nothing,0,2002,\N,128,Drama
Talk to Her,Hable con ella,0,2002,\N,112,Drama Mystery Romance
Fate,Yazgi,0,2001,\N,119,Drama
Bang Bang You're Dead,Bang Bang You're Dead,0,2002,\N,93,Crime Drama Thriller
28 Days Later,28 Days Later,0,2002,\N,113,Drama Horror Sci-Fi
Red Dragon,Red Dragon,0,2002,\N,124,Crime Drama Thriller
The Butterfly Effect,The Butterfly Effect,0,2004,\N,113,Drama Sci-Fi Thriller
Smiling Eyes,Gülen Gözler,0,1977,\N,97,Comedy
The Chaos Class Is Fretting Over,Hababam Sinifi: Dokuz Doguruyor,0,1978,\N,88,Comedy
The Life of David Gale,The Life of David Gale,0,2003,\N,130,Crime Drama Mystery
X2: X-Men United,X2,0,2003,\N,134,Action Sci-Fi Thriller
Irreversible,Irréversible,0,2002,\N,97,Crime Drama Mystery
Behind the Sun,Abril Despedaçado,0,2001,\N,105,Drama
The Son,Le fils,0,2002,\N,103,Drama Mystery
Millennium Actress,Sennen joyû,0,2001,\N,87,Animation Drama Fantasy
Nayak: The Real Hero,Nayak: The Real Hero,0,2001,\N,187,Action Drama Thriller
"He Loves Me, He Loves Me Not",À la folie... pas du tout,0,2002,\N,92,Romance Thriller
Dil Chahta Hai,Dil Chahta Hai,0,2001,\N,183,Comedy Drama Romance
Son of the Bride,El hijo de la novia,0,2001,\N,123,Comedy Drama
Before the Devil Knows You're Dead,Before the Devil Knows You're Dead,0,2007,\N,117,Crime Drama Thriller
Carandiru,Carandiru,0,2003,\N,145,Crime Drama
Metropolis,Metoroporisu,0,2001,\N,108,Adventure Animation Drama
The Phantom of the Opera,The Phantom of the Opera,0,2004,\N,143,Drama Musical Romance
My Sassy Girl,Yeopgijeogin geunyeo,0,2001,\N,137,Comedy Drama Romance
Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,0,2002,\N,161,Adventure Family Fantasy
Company,Company,0,2002,\N,142,Action Crime Drama
All About Lily Chou-Chou,Riri Shushu no subete,0,2001,\N,146,Crime Drama Music
Far from Heaven,Far from Heaven,0,2002,\N,107,Drama Romance
The Ring,The Ring,0,2002,\N,115,Horror Mystery
Shrek 2,Shrek 2,0,2004,\N,93,Adventure Animation Comedy
8 Mile,8 Mile,0,2002,\N,110,Drama Music
Whale Rider,Whale Rider,0,2002,\N,101,Drama Family
In America,In America,0,2002,\N,105,Drama
Rehnaa Hai Terre Dil Mein,Rehnaa Hai Terre Dil Mein,0,2001,\N,160,Comedy Drama Musical
Saraband,Saraband,0,2003,\N,107,Drama Music
Chicago,Chicago,0,2002,\N,113,Comedy Crime Musical
Hero,Ying xiong,0,2002,\N,107,Action Adventure Drama
Lilya 4-Ever,Lilja 4-ever,0,2002,\N,109,Crime Drama
Dirty Pretty Things,Dirty Pretty Things,0,2002,\N,97,Crime Drama Thriller
Good Bye Lenin!,Good Bye Lenin!,0,2003,\N,121,Comedy Drama Romance
Man on the Train,L'homme du train,0,2002,\N,90,Crime Drama Thriller
Frozen Stiff,Mrtav 'ladan,0,2002,\N,90,Comedy Drama
Winged Migration,Le peuple migrateur,0,2001,\N,89,Documentary
Ten,Dah,0,2002,\N,94,Drama
The Kid Stays in the Picture,The Kid Stays in the Picture,0,2002,\N,93,Biography Documentary
Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0,2004,\N,142,Adventure Family Fantasy
American Splendor,American Splendor,0,2003,\N,101,Biography Comedy Drama
Aankhen,Aankhen,0,2002,\N,165,Crime Drama Thriller
25th Hour,25th Hour,0,2002,\N,135,Drama
The Cuckoo,Kukushka,0,2002,\N,99,Comedy Drama War
Lost in La Mancha,Lost in La Mancha,0,2002,\N,89,Documentary
Finding Neverland,Finding Neverland,0,2004,\N,106,Biography Drama Family
Identity,Identity,0,2003,\N,90,Mystery Thriller
Nicholas Nickleby,Nicholas Nickleby,0,2002,\N,132,Adventure Drama Romance
The Dreamers,The Dreamers,0,2003,\N,115,Drama Romance
Ruby & Quentin,Tais-toi!,0,2003,\N,85,Comedy Crime
A Mighty Wind,A Mighty Wind,0,2003,\N,91,Comedy Music
Sympathy for Mr. Vengeance,Boksuneun naui geot,0,2002,\N,129,Crime Drama Thriller
Bowling for Columbine,Bowling for Columbine,0,2002,\N,120,Crime Documentary Drama
Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,0,2003,\N,138,Action Adventure Drama
The Man Without a Past,Mies vailla menneisyyttä,0,2002,\N,97,Comedy Drama Romance
Wallace & Gromit: The Curse of the Were-Rabbit,The Curse of the Were-Rabbit,0,2005,\N,85,Adventure Animation Comedy
A Peck on the Cheek,Kannathil Muthamittal,0,2002,\N,136,Action Drama War
Runaway Jury,Runaway Jury,0,2003,\N,127,Crime Drama Thriller
Sweet Sixteen,Sweet Sixteen,0,2002,\N,106,Crime Drama
Philanthropy,Filantropica,0,2002,\N,110,Comedy Drama
Love Actually,Love Actually,0,2003,\N,135,Comedy Drama Romance
My Life Without Me,My Life Without Me,0,2003,\N,106,Drama Romance
Open Hearts,Elsker dig for evigt,0,2002,\N,113,Drama Romance
Wazir,Wazir,0,2016,\N,103,Crime Drama Mystery
21 Grams,21 Grams,0,2003,\N,124,Crime Drama Thriller
House of Sand and Fog,House of Sand and Fog,0,2003,\N,126,Crime Drama
Open Range,Open Range,0,2003,\N,139,Action Drama Romance
Spider-Man 2,Spider-Man 2,0,2004,\N,127,Action Adventure Sci-Fi
Cars,Cars,0,2006,\N,116,Adventure Animation Comedy
City of God,Cidade de Deus,0,2002,\N,130,Crime Drama
The Incredibles,The Incredibles,0,2004,\N,115,Action Adventure Animation
The Fog of War,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,0,2003,\N,107,Biography Documentary History
Russian Ark,Russkiy kovcheg,0,2002,\N,99,Drama Fantasy History
To Be and to Have,Être et avoir,0,2002,\N,104,Documentary Family
The Magdalene Sisters,The Magdalene Sisters,0,2002,\N,114,Drama
The Motorcycle Diaries,Diarios de motocicleta,0,2004,\N,126,Adventure Biography Drama
Big Fish,Big Fish,0,2003,\N,125,Adventure Drama Fantasy
Elf,Elf,0,2003,\N,97,Adventure Comedy Family
The Legend of Bhagat Singh,The Legend of Bhagat Singh,0,2002,\N,155,Biography Drama History
Mondays in the Sun,Los lunes al sol,0,2002,\N,113,Comedy Drama
Oasis,Oasiseu,0,2002,\N,133,Drama Romance
Kingdom of Heaven,Kingdom of Heaven,0,2005,\N,144,Action Adventure Drama
Life Is a Miracle,Zivot je cudo,0,2004,\N,155,Comedy Drama Music
Berlin Blues,Herr Lehmann,0,2003,\N,105,Comedy Drama
Lakshya,Lakshya,0,2004,\N,186,Action Drama Romance
Kitchen Stories,Salmer fra kjøkkenet,0,2003,\N,95,Comedy Drama
Shattered Glass,Shattered Glass,0,2003,\N,94,Drama History
The Last Samurai,The Last Samurai,0,2003,\N,154,Action Drama
Matchstick Men,Matchstick Men,0,2003,\N,116,Comedy Crime Drama
Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003,\N,143,Action Adventure Fantasy
I'm Not Scared,Io non ho paura,0,2003,\N,108,Crime Drama Mystery
Mystic River,Mystic River,0,2003,\N,138,Crime Drama Mystery
Secondhand Lions,Secondhand Lions,0,2003,\N,109,Comedy Drama Family
Coraline,Coraline,0,2009,\N,100,Animation Drama Family
I Am David,I Am David,0,2003,\N,90,Adventure Drama
Man on Fire,Man on Fire,0,2004,\N,146,Action Crime Drama
Monsieur Ibrahim,Monsieur Ibrahim et les fleurs du Coran,0,2003,\N,95,Comedy Drama
Seabiscuit,Seabiscuit,0,2003,\N,140,Drama History Sport
Dolls,Dôruzu,0,2002,\N,114,Drama Romance
Day of the Wacko,Dzien swira,0,2002,\N,93,Comedy Drama Romance
Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,0,2005,\N,157,Adventure Family Fantasy
11:14,11:14,0,2003,\N,86,Comedy Crime Drama
The Notebook,The Notebook,0,2004,\N,123,Drama Romance
School of Rock,School of Rock,0,2003,\N,109,Comedy Music
Troy,Troy,0,2004,\N,163,Action Adventure Drama
Garden State,Garden State,0,2004,\N,102,Comedy Drama Romance
Spellbound,Spellbound,0,2002,\N,97,Comedy Documentary Thriller
Yossi & Jagger,Yossi & Jagger,0,2002,\N,65,Drama History Romance
Lost in Translation,Lost in Translation,0,2003,\N,102,Comedy Drama
The Passion of the Christ,The Passion of the Christ,0,2004,\N,127,Drama
Baghban,Baghban,0,2003,\N,181,Drama Romance
The Snow Walker,The Snow Walker,0,2003,\N,103,Adventure Drama
Live Free or Die Hard,Live Free or Die Hard,0,2007,\N,128,Action Thriller
Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,0,2004,\N,108,Drama Romance Sci-Fi
The Barbarian Invasions,Les invasions barbares,0,2003,\N,99,Comedy Crime Drama
Evil,Ondskan,0,2003,\N,113,Drama
Infernal Affairs,Mou gaan dou,0,2002,\N,101,Crime Drama Mystery
The Aviator,The Aviator,0,2004,\N,170,Biography Drama
The Professional,Profesionalac,0,2003,\N,104,Comedy Drama
The Station Agent,The Station Agent,0,2003,\N,89,Comedy Drama
Bus 174,Ônibus 174,0,2002,\N,122,Crime Documentary
Monster,Monster,0,2003,\N,109,Biography Crime Drama
Capturing the Friedmans,Capturing the Friedmans,0,2003,\N,107,Biography Crime Documentary
The Green Butchers,De grønne slagtere,0,2003,\N,100,Comedy Drama
Manderlay,Manderlay,0,2005,\N,133,Drama
Tupac: Resurrection,Tupac: Resurrection,0,2003,\N,112,Biography Documentary Music
"I, Robot","I, Robot",0,2004,\N,115,Action Mystery Sci-Fi
A Very Long Engagement,Un long dimanche de fiançailles,0,2004,\N,133,Drama Mystery Romance
Last Life in the Universe,Ruang rak noi nid mahasan,0,2003,\N,112,Comedy Drama Romance
The SpongeBob SquarePants Movie,The SpongeBob SquarePants Movie,0,2004,\N,87,Adventure Animation Comedy
Distant,Uzak,0,2002,\N,110,Comedy Drama
The Best of Youth,La meglio gioventù,0,2003,\N,374,Drama Romance
Head-On,Gegen die Wand,0,2004,\N,121,Drama Romance
Howl's Moving Castle,Hauru no ugoku shiro,0,2004,\N,119,Adventure Animation Family
Ghost in the Shell 2: Innocence,Innocence,0,2004,\N,100,Animation Drama Mystery
Kal Ho Naa Ho,Kal Ho Naa Ho,0,2003,\N,186,Comedy Drama Musical
Khakee,Khakee,0,2004,\N,174,Action Crime Drama
Main Hoon Na,Main Hoon Na,0,2004,\N,182,Action Comedy Drama
The Cat Returns,Neko no ongaeshi,0,2002,\N,75,Adventure Animation Comedy
The Classic,Keulraesik,0,2003,\N,127,Drama Romance
Miracle,Miracle,0,2004,\N,135,Biography Drama History
Take My Eyes,Te doy mis ojos,0,2003,\N,109,Drama Romance
Ray,Ray,0,2004,\N,152,Biography Drama Music
Noi the Albino,Nói albinói,0,2003,\N,93,Comedy Drama
The Twilight Samurai,Tasogare Seibei,0,2002,\N,129,Drama Romance
Cinderella Man,Cinderella Man,0,2005,\N,144,Biography Drama Romance
Ek Hasina Thi,Ek Hasina Thi,0,2004,\N,120,Action Crime Drama
Facing Windows,La finestra di fronte,0,2003,\N,102,Drama Romance
Memories of Murder,Salinui chueok,0,2003,\N,132,Crime Drama Mystery
The Five Obstructions,De fem benspænd,0,2003,\N,90,Documentary
Save the Green Planet!,Jigureul jikyeora!,0,2003,\N,118,Comedy Crime Drama
The Science of Sleep,La science des rêves,0,2006,\N,105,Comedy Drama Fantasy
Lords of Dogtown,Lords of Dogtown,0,2005,\N,107,Biography Drama Sport
Anchorman: The Legend of Ron Burgundy,Anchorman: The Legend of Ron Burgundy,0,2004,\N,94,Comedy
Walk the Line,Walk the Line,0,2005,\N,136,Biography Drama Music
Earthlings,Earthlings,0,2005,\N,95,Documentary
The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,0,2013,\N,114,Adventure Comedy Drama
King Kong,King Kong,0,2005,\N,187,Action Adventure Romance
The Woodsman,The Woodsman,0,2004,\N,87,Drama
Fahrenheit 9/11,Fahrenheit 9/11,0,2004,\N,122,Documentary Drama War
Duma,Duma,0,2005,\N,100,Adventure Drama Family
Inglourious Basterds,Inglourious Basterds,0,2009,\N,153,Adventure Drama War
The Machinist,The Machinist,0,2004,\N,101,Drama Thriller
Tell No One,Ne le dis à personne,0,2006,\N,131,Crime Drama Mystery
The Terminal,The Terminal,0,2004,\N,128,Comedy Drama Romance
The Life Aquatic with Steve Zissou,The Life Aquatic with Steve Zissou,0,2004,\N,119,Action Adventure Comedy
Downfall,Der Untergang,0,2004,\N,156,Biography Drama History
The Blind Swordsman: Zatoichi,Zatôichi,0,2003,\N,116,Action Comedy Crime
Dawn of the Dead,Dawn of the Dead,0,2004,\N,101,Action Horror
Elephant,Elephant,0,2003,\N,81,Crime Drama Thriller
Love Me If You Dare,Jeux d'enfants,0,2003,\N,93,Comedy Drama Romance
Oldboy,Oldeuboi,0,2003,\N,120,Action Drama Mystery
Virumandi,Virumandi,0,2004,\N,175,Action Crime Drama
A Tale of Two Sisters,"Janghwa, Hongryun",0,2003,\N,114,Drama Horror Mystery
Shaun of the Dead,Shaun of the Dead,0,2004,\N,99,Comedy Horror
The Jacket,The Jacket,0,2005,\N,103,Drama Fantasy Mystery
Okkadu,Okkadu,0,2003,\N,171,Action Drama Romance
Reconstruction,Reconstruction,0,2003,\N,90,Drama Romance
The Squid and the Whale,The Squid and the Whale,0,2005,\N,81,Comedy Drama
Swades,"Swades: We, the People",0,2004,\N,189,Drama Musical
Modigliani,Modigliani,0,2004,\N,128,Biography Drama
Anbe Sivam,Anbe Sivam,0,2003,\N,160,Adventure Comedy Drama
The Man Who Copied,O Homem que Copiava,0,2003,\N,124,Comedy Crime Drama
Lisbela and the Prisoner,Lisbela e o Prisioneiro,0,2003,\N,106,Comedy Romance
Stage Beauty,Stage Beauty,0,2004,\N,106,Drama
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,0,2003,\N,68,Adventure Animation Music
Ong-Bak: The Thai Warrior,Ong-Bak,0,2003,\N,105,Action Crime Thriller
Osama,Osama,0,2003,\N,83,Drama
Infernal Affairs II,Mou gaan dou II,0,2003,\N,119,Action Crime Drama
Collateral,Collateral,0,2004,\N,120,Action Crime Drama
A Love Song for Bobby Long,A Love Song for Bobby Long,0,2004,\N,119,Drama
The Sea Inside,Mar adentro,0,2004,\N,126,Biography Drama
Mysterious Skin,Mysterious Skin,0,2004,\N,105,Drama
Hungama,Hungama,0,2003,\N,153,Comedy Drama Romance
Iron Man,Iron Man,0,2008,\N,126,Action Adventure Sci-Fi
The Bourne Supremacy,The Bourne Supremacy,0,2004,\N,108,Action Thriller
Team America: World Police,Team America: World Police,0,2004,\N,98,Action Comedy
Batman Begins,Batman Begins,0,2005,\N,140,Action Crime Drama
The Chorus,Les choristes,0,2004,\N,97,Drama Music
Kung Fu Hustle,Kung Fu Hustle,0,2004,\N,99,Action Comedy Fantasy
Kiss Kiss Bang Bang,Kiss Kiss Bang Bang,0,2005,\N,103,Comedy Crime Mystery
Gangaajal,Gangaajal,0,2003,\N,157,Action Crime Drama
Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,0,2007,\N,138,Action Adventure Family
Control,Kontroll,0,2003,\N,111,Comedy Crime Drama
In Your Name,Tere Naam,0,2003,\N,132,Action Drama Romance
The Memory of a Killer,De zaak Alzheimer,0,2003,\N,123,Action Crime Drama
"Spring, Summer, Fall, Winter... and Spring",Bom yeoreum gaeul gyeoul geurigo bom,0,2003,\N,103,Drama Romance
Munna Bhai M.B.B.S.,Munna Bhai M.B.B.S.,0,2003,\N,156,Comedy Drama
Sideways,Sideways,0,2004,\N,127,Comedy Drama Romance
Black,Black,0,2005,\N,122,Drama
Crash,Crash,0,2004,\N,112,Crime Drama Thriller
Layer Cake,Layer Cake,0,2004,\N,105,Crime Drama Thriller
Pithamagan,Pithamagan,0,2003,\N,139,Action Crime Drama
Anniyan,Anniyan,0,2005,\N,181,Action Crime Drama
Closer,Closer,0,2004,\N,104,Drama Romance
The Return,Vozvrashchenie,0,2003,\N,110,Drama
Mean Creek,Mean Creek,0,2004,\N,90,Crime Drama
Mean Girls,Mean Girls,0,2004,\N,97,Comedy
Dear Frankie,Dear Frankie,0,2004,\N,105,Drama Romance
Kill Bill: Vol. 2,Kill Bill: Vol. 2,0,2004,\N,137,Action Crime Thriller
Machuca,Machuca,0,2004,\N,121,Biography Drama History
Speak,Speak,0,2004,\N,89,Drama
A Touch of Spice,Politiki kouzina,0,2003,\N,108,Drama
The Corporation,The Corporation,0,2003,\N,145,Documentary History
Maqbool,Maqbool,0,2003,\N,132,Crime Drama Thriller
Touching the Void,Touching the Void,0,2003,\N,106,Adventure Documentary Drama
Capote,Capote,0,2005,\N,114,Biography Crime Drama
Serenity,Serenity,0,2005,\N,119,Action Adventure Sci-Fi
Cocaine Cowboys,Cocaine Cowboys,0,2006,\N,118,Crime Documentary History
Casino Royale,Casino Royale,0,2006,\N,144,Action Adventure Thriller
Before Sunset,Before Sunset,0,2004,\N,80,Drama Romance
3:10 to Yuma,3:10 to Yuma,0,2007,\N,122,Action Crime Drama
Bummer,Bumer,0,2003,\N,110,Crime Drama
As It Is in Heaven,Så som i himmelen,0,2004,\N,133,Comedy Drama Music
Yuva,Yuva,0,2004,\N,161,Action Drama Thriller
Ratatouille,Ratatouille,0,2007,\N,111,Adventure Animation Comedy
"Synecdoche, New York","Synecdoche, New York",0,2008,\N,124,Drama
Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,0,2006,\N,151,Action Adventure Fantasy
Vera Drake,Vera Drake,0,2004,\N,125,Crime Drama
"When I Grow Up, I'll Be a Kangaroo",Kad porastem bicu Kengur,0,2004,\N,92,Comedy
G.O.R.A.,G.O.R.A.,0,2004,\N,127,Adventure Comedy Sci-Fi
Before the Fall,Napola - Elite für den Führer,0,2004,\N,110,Drama Sport Thriller
Saving Face,Saving Face,0,2004,\N,91,Comedy Drama Romance
Green Street Hooligans,Green Street,0,2005,\N,109,Crime Drama Sport
House of Flying Daggers,Shi mian mai fu,0,2004,\N,119,Action Adventure Drama
In My Father's Den,In My Father's Den,0,2004,\N,127,Drama Mystery Thriller
The Music Man,Santouri,0,2007,\N,107,Drama Musical Romance
Final Fantasy VII: Advent Children,Fainaru fantajî sebun adobento chirudoren,0,2005,\N,101,Action Adventure Animation
Glory Road,Glory Road,0,2006,\N,118,Biography Drama Sport
Sicko,Sicko,0,2007,\N,123,Documentary Drama
Tae Guk Gi: The Brotherhood of War,Taegukgi hwinallimyeo,0,2004,\N,140,Action Drama War
Brothers,Brødre,0,2004,\N,117,Drama War
Terkel in Trouble,Terkel i knibe,0,2004,\N,77,Animation Comedy Musical
The Constant Gardener,The Constant Gardener,0,2005,\N,129,Drama Mystery Romance
Metallica: Some Kind of Monster,Metallica: Some Kind of Monster,0,2004,\N,84,Documentary Music
Saw,Saw,0,2004,\N,103,Horror Mystery Thriller
Caché,Caché,0,2005,\N,117,Drama Mystery Thriller
Innocent Voices,Voces inocentes,0,2004,\N,120,Drama Thriller War
It's All Gone Pete Tong,It's All Gone Pete Tong,0,2004,\N,90,Biography Comedy Drama
Tokyo Godfathers,Tôkyô goddofâzâzu,0,2003,\N,92,Adventure Animation Comedy
Born Into Brothels: Calcutta's Red Light Kids,Born Into Brothels: Calcutta's Red Light Kids,0,2004,\N,85,Biography Documentary News
Brokeback Mountain,Brokeback Mountain,0,2005,\N,134,Drama Romance
The Greatest Game Ever Played,The Greatest Game Ever Played,0,2005,\N,120,Biography Drama Sport
Black Book,Zwartboek,0,2006,\N,145,Drama Thriller War
Friday Night Lights,Friday Night Lights,0,2004,\N,118,Action Drama Sport
Maria Full of Grace,Maria Full of Grace,0,2004,\N,101,Crime Drama
Super Size Me,Super Size Me,0,2004,\N,100,Documentary
36th Precinct,36 quai des orfèvres,0,2004,\N,111,Action Crime Drama
Brick,Brick,0,2005,\N,110,Crime Drama Mystery
Coach Carter,Coach Carter,0,2005,\N,136,Biography Drama Sport
Earth,Earth,0,2007,\N,90,Documentary
Simon,Simon,0,2004,\N,102,Comedy Drama
Hotel Rwanda,Hotel Rwanda,0,2004,\N,121,Biography Drama History
North Country,North Country,0,2005,\N,126,Drama
Perfume: The Story of a Murderer,Perfume: The Story of a Murderer,0,2006,\N,147,Crime Drama Fantasy
Pusher II,Pusher II,0,2004,\N,100,Action Crime Drama
Eight Below,Eight Below,0,2006,\N,120,Adventure Drama Family
Memoirs of a Geisha,Memoirs of a Geisha,0,2005,\N,145,Drama Romance
Tangled,Tangled,0,2010,\N,100,Adventure Animation Comedy
Bridge to Terabithia,Bridge to Terabithia,0,2007,\N,96,Drama Family Fantasy
The Consequences of Love,Le conseguenze dell'amore,0,2004,\N,100,Crime Drama Romance
Trade,Trade,0,2007,\N,120,Crime Drama Thriller
A History of Violence,A History of Violence,0,2005,\N,96,Action Crime Drama
Lord of War,Lord of War,0,2005,\N,122,Crime Drama
Black Friday,Black Friday,0,2004,\N,143,Action Crime Drama
C.R.A.Z.Y.,C.R.A.Z.Y.,0,2005,\N,129,Comedy Drama
The Diving Bell and the Butterfly,Le scaphandre et le papillon,0,2007,\N,112,Biography Drama
"Paris, Je T'aime","Paris, je t'aime",0,2006,\N,120,Comedy Drama Romance
Sin City,Sin City,0,2005,\N,124,Crime Thriller
Ab Tak Chhappan,Ab Tak Chhappan,0,2004,\N,129,Crime Drama
Everything Is Illuminated,Everything Is Illuminated,0,2005,\N,106,Comedy Drama
Little Children,Little Children,0,2006,\N,137,Drama Romance
Running Scared,Running Scared,0,2006,\N,122,Action Crime Drama
The Lives of Others,Das Leben der Anderen,0,2006,\N,137,Drama Mystery Thriller
Million Dollar Baby,Million Dollar Baby,0,2004,\N,132,Drama Sport
The 40-Year-Old Virgin,The 40 Year Old Virgin,0,2005,\N,116,Comedy Romance
Rang De Basanti,Rang De Basanti,0,2006,\N,167,Comedy Crime Drama
Barefoot,Barfuss,0,2005,\N,118,Comedy Drama Romance
"The Prize Winner of Defiance, Ohio","The Prize Winner of Defiance, Ohio",0,2005,\N,99,Biography Drama
Transamerica,Transamerica,0,2005,\N,103,Adventure Comedy Drama
